,date,price,bedrooms,bathrooms,sqft_living,floors,view,condition,yr_built,zipcode,lat,long,yr_bin,zip_bin,bed_cat,floor_cat,condition_cat,view_cat,baths
186,2015-04-15,269000.0,4,1.75,1490,1.0,0.0,4,1969,98023,47.3099,-122.37899999999999,60s,"(98010.0, 98023.0]",4,1.0,4,0.0,1-2
187,2014-05-05,560000.0,3,2.5,1900,2.0,0.0,3,1987,98074,47.62,-122.04299999999999,80s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
188,2015-04-18,615000.0,4,1.0,1330,1.5,0.0,4,1901,98103,47.65,-122.34,pre-20s,"(98075.0, 98103.0]",4,1.5,4,0.0,0-1
189,2014-12-05,585188.0,3,2.25,2230,1.0,0.0,3,1975,98052,47.6647,-122.15299999999999,70s,"(98042.0, 98053.0]",3,1.0,3,0.0,2-3
190,2014-08-18,305000.0,3,1.75,1650,1.0,0.0,3,1977,98034,47.726000000000006,-122.191,70s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
191,2014-11-05,166950.0,3,1.0,1190,1.0,0.0,3,1959,98058,47.4616,-122.184,50s,"(98053.0, 98058.0]",3,1.0,3,0.0,0-1
192,2014-09-12,799000.0,3,2.5,2140,1.0,0.0,4,1959,98040,47.5505,-122.219,50s,"(98038.0, 98042.0]",3,1.0,4,0.0,2-3
193,2014-06-25,400000.0,3,2.5,2180,1.0,0.0,4,1962,98133,47.7606,-122.336,60s,"(98125.0, 98133.0]",3,1.0,4,0.0,2-3
194,2014-12-01,230000.0,3,1.0,1060,1.0,0.0,3,1948,98155,47.7481,-122.3,40s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
195,2014-05-15,256883.0,3,2.5,1690,2.0,0.0,3,2003,98023,47.2779,-122.34700000000001,00s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
196,2014-11-11,423000.0,4,2.0,1970,1.5,0.0,5,1920,98108,47.5511,-122.31200000000001,pre-20s,"(98107.0, 98115.0]",4,1.5,5,0.0,1-2
197,2014-07-23,465000.0,3,2.5,2150,2.0,0.0,3,2007,98126,47.5488,-122.37200000000001,00s,"(98125.0, 98133.0]",3,2.0,3,0.0,2-3
198,2015-01-13,440000.0,3,2.5,1910,2.0,0.0,3,1997,98024,47.5385,-121.911,90s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
199,2014-10-14,385000.0,3,1.75,1350,1.0,0.0,4,1969,98038,47.4058,-121.994,60s,"(98033.0, 98038.0]",3,1.0,4,0.0,1-2
200,2015-03-11,210000.0,3,1.0,860,1.0,0.0,4,1943,98056,47.5093,-122.184,40s,"(98053.0, 98058.0]",3,1.0,4,0.0,0-1
201,2014-11-12,297000.0,3,2.5,1940,2.0,0.0,3,1994,98042,47.3777,-122.165,90s,"(98038.0, 98042.0]",3,2.0,3,0.0,2-3
202,2014-07-16,470000.0,3,1.0,1010,1.0,0.0,3,1952,98107,47.675,-122.39399999999999,50s,"(98103.0, 98107.0]",3,1.0,3,0.0,0-1
203,2014-08-04,226500.0,3,1.5,1300,1.0,0.0,4,1976,98023,47.3025,-122.37,70s,"(98010.0, 98023.0]",3,1.0,4,0.0,1-2
204,2015-03-03,274250.0,3,1.0,910,1.0,0.0,4,1962,98059,47.4787,-122.15799999999999,60s,"(98058.0, 98070.0]",3,1.0,4,0.0,0-1
206,2014-09-19,677900.0,3,2.5,2440,2.0,0.0,3,2010,98052,47.7073,-122.11399999999999,00s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
207,2015-02-05,425000.0,3,1.0,1010,1.0,0.0,3,1915,98116,47.5733,-122.381,pre-20s,"(98115.0, 98118.0]",3,1.0,3,0.0,0-1
208,2014-11-23,180250.0,2,0.75,900,1.0,0.0,3,1941,98166,47.4604,-122.339,40s,"(98155.0, 98177.0]",2,1.0,3,0.0,0-1
210,2015-04-22,320000.0,4,2.25,1550,2.0,0.0,3,1993,98038,47.354,-122.04700000000001,90s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
211,2014-07-17,625504.0,3,2.25,1270,2.0,0.0,3,2014,98105,47.6647,-122.28399999999999,10s,"(98103.0, 98107.0]",3,2.0,3,0.0,2-3
212,2014-05-15,592500.0,4,2.5,2240,1.0,0.0,3,1983,98074,47.6143,-122.01700000000001,80s,"(98070.0, 98075.0]",4,1.0,3,0.0,2-3
213,2015-01-14,465000.0,3,2.5,2714,2.0,0.0,3,2005,98001,47.3185,-122.275,00s,"(98000.999, 98004.0]",3,2.0,3,0.0,2-3
214,2014-05-27,477000.0,4,2.75,1720,2.0,0.0,3,1978,98118,47.5458,-122.26799999999999,70s,"(98115.0, 98118.0]",4,2.0,3,0.0,2-3
215,2015-01-15,280000.0,2,1.0,850,1.0,0.0,3,1923,98168,47.4889,-122.29899999999999,20s,"(98155.0, 98177.0]",2,1.0,3,0.0,0-1
217,2014-07-03,445838.0,3,2.5,2250,2.0,0.0,3,2000,98146,47.5133,-122.37899999999999,90s,"(98133.0, 98155.0]",3,2.0,3,0.0,2-3
218,2014-08-28,1070000.0,2,2.25,3900,1.0,3.0,3,1947,98144,47.5884,-122.291,40s,"(98133.0, 98155.0]",2,1.0,3,3.0,2-3
219,2014-10-23,467000.0,2,1.5,1320,1.0,0.0,4,1947,98177,47.7145,-122.367,40s,"(98155.0, 98177.0]",2,1.0,4,0.0,1-2
220,2014-08-22,686000.0,4,2.5,2760,2.0,0.0,3,1999,98075,47.5836,-122.02600000000001,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
221,2014-06-05,279950.0,3,2.0,1750,1.0,0.0,3,1961,98198,47.398,-122.29899999999999,60s,"(98177.0, 98199.0]",3,1.0,3,0.0,1-2
222,2014-09-04,527000.0,4,2.25,2330,2.0,0.0,3,1987,98011,47.7663,-122.215,80s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
223,2014-09-18,325000.0,3,2.25,2220,1.0,0.0,4,1966,98030,47.3758,-122.21700000000001,60s,"(98029.0, 98033.0]",3,1.0,4,0.0,2-3
224,2014-09-03,328000.0,3,2.25,2020,2.0,0.0,3,1994,98038,47.3828,-122.023,90s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
225,2014-06-04,390000.0,3,2.25,1250,1.0,0.0,5,1942,98146,47.5123,-122.37299999999999,40s,"(98133.0, 98155.0]",3,1.0,5,0.0,2-3
226,2015-03-09,479950.0,2,2.0,1510,1.0,0.0,3,2005,98053,47.7076,-122.01299999999999,00s,"(98042.0, 98053.0]",2,1.0,3,0.0,1-2
227,2014-05-29,264950.0,4,2.25,1720,1.0,0.0,4,1978,98023,47.2922,-122.37100000000001,70s,"(98010.0, 98023.0]",4,1.0,4,0.0,2-3
228,2015-01-15,235000.0,3,1.0,1430,1.0,0.0,4,1961,98031,47.4075,-122.214,60s,"(98029.0, 98033.0]",3,1.0,4,0.0,0-1
229,2015-03-03,516500.0,3,2.5,1480,2.0,0.0,3,2004,98053,47.6794,-122.03399999999999,00s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
230,2015-04-13,655000.0,2,1.75,1450,2.0,4.0,3,1915,98166,47.4497,-122.375,pre-20s,"(98155.0, 98177.0]",2,2.0,3,4.0,1-2
231,2014-06-16,500000.0,4,2.75,2280,1.0,0.0,5,1960,98059,47.5218,-122.164,50s,"(98058.0, 98070.0]",4,1.0,5,0.0,2-3
233,2014-11-20,213000.0,2,1.0,1000,1.0,0.0,3,1961,98024,47.5687,-121.899,60s,"(98023.0, 98029.0]",2,1.0,3,0.0,0-1
234,2014-09-02,475000.0,3,1.5,2480,1.5,0.0,5,1947,98108,47.5575,-122.303,40s,"(98107.0, 98115.0]",3,1.5,5,0.0,1-2
236,2015-04-09,416000.0,3,2.0,2220,1.0,0.0,5,1976,98010,47.3459,-121.95,70s,"(98004.0, 98010.0]",3,1.0,5,0.0,1-2
237,2015-03-20,410000.0,4,1.0,1970,1.5,0.0,3,1904,98122,47.6136,-122.303,pre-20s,"(98118.0, 98125.0]",4,1.5,3,0.0,0-1
238,2014-07-01,800000.0,3,3.5,3830,2.0,0.0,3,1993,98077,47.7641,-122.023,90s,"(98075.0, 98103.0]",3,2.0,3,0.0,3-4
240,2014-12-08,225000.0,3,1.75,1430,1.0,0.0,4,1968,98003,47.3173,-122.319,60s,"(98000.999, 98004.0]",3,1.0,4,0.0,1-2
241,2014-10-01,210000.0,2,1.0,830,1.0,0.0,3,1940,98126,47.5308,-122.376,30s,"(98125.0, 98133.0]",2,1.0,3,0.0,0-1
242,2015-01-27,455000.0,2,1.0,1430,1.5,0.0,2,1925,98115,47.6727,-122.29899999999999,20s,"(98107.0, 98115.0]",2,1.5,2,0.0,0-1
243,2015-04-27,225000.0,3,1.0,1300,1.0,0.0,4,1954,98002,47.3221,-122.21600000000001,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
244,2014-08-26,480000.0,2,1.0,1030,1.0,2.0,4,1918,98103,47.6779,-122.353,pre-20s,"(98075.0, 98103.0]",2,1.0,4,2.0,0-1
245,2015-02-12,363000.0,3,2.5,2740,2.0,0.0,3,1990,98023,47.3076,-122.395,80s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
246,2014-09-29,2400000.0,4,2.5,3650,1.0,4.0,3,2000,98074,47.6338,-122.072,90s,"(98070.0, 98075.0]",4,1.0,3,4.0,2-3
247,2015-02-26,181000.0,2,1.5,720,1.0,0.0,3,1954,98106,47.5218,-122.35700000000001,50s,"(98103.0, 98107.0]",2,1.0,3,0.0,1-2
248,2015-03-14,250000.0,4,2.0,2010,1.0,0.0,4,1976,98002,47.2785,-122.213,70s,"(98000.999, 98004.0]",4,1.0,4,0.0,1-2
249,2015-04-22,481000.0,3,1.75,1560,1.0,0.0,4,1918,98103,47.6846,-122.345,pre-20s,"(98075.0, 98103.0]",3,1.0,4,0.0,1-2
250,2014-09-23,260000.0,3,2.0,1810,1.0,0.0,4,1978,98032,47.3656,-122.27799999999999,70s,"(98029.0, 98033.0]",3,1.0,4,0.0,1-2
251,2014-05-13,455000.0,4,2.5,3360,2.0,0.0,3,2001,98058,47.4369,-122.111,00s,"(98053.0, 98058.0]",4,2.0,3,0.0,2-3
252,2015-04-01,415000.0,3,2.25,1510,2.0,0.0,3,1991,98045,47.4616,-121.711,90s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
253,2015-04-21,349500.0,3,1.0,1400,1.0,0.0,3,1953,98118,47.5405,-122.27,50s,"(98115.0, 98118.0]",3,1.0,3,0.0,0-1
254,2014-09-29,245000.0,3,2.5,1730,2.0,0.0,3,1987,98030,47.3507,-122.178,80s,"(98029.0, 98033.0]",3,2.0,3,0.0,2-3
255,2014-05-19,592500.0,2,2.0,1420,1.5,2.0,5,1928,98115,47.6979,-122.32,20s,"(98107.0, 98115.0]",2,1.5,5,2.0,1-2
256,2014-10-20,385000.0,4,1.75,2360,1.0,0.0,4,1955,98106,47.5278,-122.345,50s,"(98103.0, 98107.0]",4,1.0,4,0.0,1-2
257,2015-02-11,315000.0,3,1.75,1580,1.0,0.0,4,1974,98059,47.4756,-122.147,70s,"(98058.0, 98070.0]",3,1.0,4,0.0,1-2
258,2014-11-24,255000.0,3,1.0,1230,1.0,0.0,3,1979,98045,47.4437,-121.772,70s,"(98042.0, 98053.0]",3,1.0,3,0.0,0-1
259,2014-08-29,693000.0,4,2.5,2460,2.0,0.0,3,2006,98052,47.7048,-122.109,00s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
260,2014-12-02,780000.0,3,1.0,1660,1.5,0.0,3,1911,98112,47.6362,-122.302,pre-20s,"(98107.0, 98115.0]",3,1.5,3,0.0,0-1
261,2014-10-24,237000.0,3,1.75,1270,1.0,0.0,4,1960,98198,47.4207,-122.29,50s,"(98177.0, 98199.0]",3,1.0,4,0.0,1-2
262,2014-12-16,525000.0,3,2.25,2100,2.0,0.0,3,1979,98074,47.6154,-122.04700000000001,70s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
263,2015-04-28,425000.0,2,1.0,770,1.0,0.0,3,1930,98144,47.5964,-122.29899999999999,20s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
264,2014-10-27,369900.0,1,0.75,760,1.0,4.0,5,1936,98070,47.4683,-122.43799999999999,30s,"(98058.0, 98070.0]",1,1.0,5,4.0,0-1
265,2014-05-19,290000.0,4,2.5,1700,2.0,0.0,4,1988,98031,47.4045,-122.171,80s,"(98029.0, 98033.0]",4,2.0,4,0.0,2-3
266,2014-09-29,285000.0,3,1.0,1120,1.0,0.0,3,1954,98106,47.5544,-122.35799999999999,50s,"(98103.0, 98107.0]",3,1.0,3,0.0,0-1
267,2014-08-14,415000.0,2,1.0,1070,1.0,0.0,3,1937,98115,47.6802,-122.29,30s,"(98107.0, 98115.0]",2,1.0,3,0.0,0-1
268,2015-04-09,272500.0,3,2.5,2070,1.0,0.0,3,1979,98023,47.2988,-122.37100000000001,70s,"(98010.0, 98023.0]",3,1.0,3,0.0,2-3
269,2015-05-04,2900000.0,4,3.25,5050,1.5,2.0,3,1982,98004,47.6312,-122.223,80s,"(98000.999, 98004.0]",4,1.5,3,2.0,3-4
270,2014-10-07,1370000.0,4,4.75,5310,2.0,0.0,4,1989,98077,47.7285,-122.042,80s,"(98075.0, 98103.0]",4,2.0,4,0.0,4-5
271,2015-05-01,436000.0,2,1.0,1040,1.0,0.0,4,1939,98133,47.7107,-122.352,30s,"(98125.0, 98133.0]",2,1.0,4,0.0,0-1
272,2014-10-17,210000.0,3,1.0,1700,1.0,0.0,4,1967,98003,47.3271,-122.323,60s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
273,2014-09-25,236000.0,3,1.0,1300,1.0,0.0,3,1961,98178,47.5053,-122.255,60s,"(98177.0, 98199.0]",3,1.0,3,0.0,0-1
274,2014-11-24,331000.0,3,1.75,1080,1.0,0.0,3,1954,98199,47.6601,-122.4,50s,"(98177.0, 98199.0]",3,1.0,3,0.0,1-2
275,2015-03-20,365000.0,3,2.5,2653,2.0,0.0,3,2006,98031,47.4145,-122.166,00s,"(98029.0, 98033.0]",3,2.0,3,0.0,2-3
276,2015-01-27,450000.0,3,2.0,2290,1.0,0.0,5,1960,98058,47.4672,-122.165,50s,"(98053.0, 98058.0]",3,1.0,5,0.0,1-2
277,2014-11-13,770000.0,4,2.75,3820,2.0,0.0,3,2014,98028,47.7618,-122.26100000000001,10s,"(98023.0, 98029.0]",4,2.0,3,0.0,2-3
278,2015-05-05,455000.0,4,2.5,2210,1.0,0.0,3,1997,98038,47.3828,-122.071,90s,"(98033.0, 98038.0]",4,1.0,3,0.0,2-3
279,2015-05-05,405000.0,3,1.75,2390,1.0,0.0,3,1908,98118,47.5362,-122.26799999999999,pre-20s,"(98115.0, 98118.0]",3,1.0,3,0.0,1-2
280,2014-07-03,304900.0,4,1.75,2600,1.0,0.0,4,1969,98031,47.3954,-122.206,60s,"(98029.0, 98033.0]",4,1.0,4,0.0,1-2
281,2015-02-27,170000.0,2,1.0,860,1.0,0.0,3,1931,98178,47.5048,-122.272,30s,"(98177.0, 98199.0]",2,1.0,3,0.0,0-1
283,2014-06-30,780000.0,4,2.5,3500,2.0,0.0,3,2005,98053,47.6811,-122.025,00s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
284,2015-04-10,330000.0,3,3.0,2420,1.0,0.0,4,1988,98028,47.7486,-122.23,80s,"(98023.0, 98029.0]",3,1.0,4,0.0,2-3
285,2014-09-05,370000.0,4,2.5,2720,2.0,0.0,3,1992,98030,47.3846,-122.169,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
287,2015-02-09,405000.0,3,1.75,1670,1.0,0.0,3,1980,98034,47.7198,-122.193,70s,"(98033.0, 98038.0]",3,1.0,3,0.0,1-2
289,2014-08-12,500000.0,2,1.0,1640,1.0,0.0,4,1954,98006,47.5712,-122.14299999999999,50s,"(98004.0, 98010.0]",2,1.0,4,0.0,0-1
290,2014-07-23,389999.0,4,2.5,1890,2.0,0.0,4,1968,98166,47.4281,-122.34299999999999,60s,"(98155.0, 98177.0]",4,2.0,4,0.0,2-3
291,2015-02-24,630000.0,4,1.75,2950,1.0,2.0,4,1975,98034,47.7128,-122.223,70s,"(98033.0, 98038.0]",4,1.0,4,2.0,1-2
292,2014-10-22,360000.0,4,2.5,2160,2.0,0.0,3,1992,98001,47.3341,-122.255,90s,"(98000.999, 98004.0]",4,2.0,3,0.0,2-3
293,2014-10-02,580000.0,4,3.0,3280,2.0,0.0,3,1986,98056,47.5399,-122.181,80s,"(98053.0, 98058.0]",4,2.0,3,0.0,2-3
294,2014-07-09,550000.0,3,2.0,1970,2.0,3.0,5,1929,98126,47.5717,-122.375,20s,"(98125.0, 98133.0]",3,2.0,5,3.0,1-2
295,2014-07-10,879000.0,4,2.5,3360,2.0,0.0,3,1994,98075,47.5951,-122.01700000000001,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
296,2014-08-22,265000.0,3,2.0,1320,1.0,0.0,3,1993,98042,47.3536,-122.14399999999999,90s,"(98038.0, 98042.0]",3,1.0,3,0.0,1-2
297,2015-03-04,446500.0,3,2.5,2650,2.0,0.0,3,1990,98059,47.5084,-122.154,80s,"(98058.0, 98070.0]",3,2.0,3,0.0,2-3
298,2014-06-02,404000.0,3,1.5,2030,1.0,0.0,3,1963,98108,47.5586,-122.311,60s,"(98107.0, 98115.0]",3,1.0,3,0.0,1-2
299,2014-05-29,267500.0,3,1.75,1590,1.0,2.0,3,1957,98188,47.4427,-122.274,50s,"(98177.0, 98199.0]",3,1.0,3,2.0,1-2
300,2014-06-24,3080000.0,4,5.0,4550,1.0,4.0,3,2002,98074,47.6053,-122.07700000000001,00s,"(98070.0, 98075.0]",4,1.0,3,4.0,4-5
301,2014-08-11,335000.0,3,2.5,2440,2.0,0.0,3,1998,98003,47.3494,-122.301,90s,"(98000.999, 98004.0]",3,2.0,3,0.0,2-3
302,2014-06-19,576000.0,3,2.5,1940,1.0,0.0,4,1948,98117,47.6933,-122.39299999999999,40s,"(98115.0, 98118.0]",3,1.0,4,0.0,2-3
303,2015-04-01,208633.0,3,2.5,2040,2.0,0.0,3,2006,98038,47.3537,-122.0,00s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
304,2015-01-15,315000.0,3,2.25,2200,1.0,0.0,4,1964,98166,47.476000000000006,-122.337,60s,"(98155.0, 98177.0]",3,1.0,4,0.0,2-3
305,2015-02-17,725000.0,3,1.75,1920,1.0,0.0,4,1913,98112,47.6239,-122.29799999999999,pre-20s,"(98107.0, 98115.0]",3,1.0,4,0.0,1-2
306,2015-04-03,550000.0,4,2.75,1800,1.0,0.0,4,1965,98177,47.7776,-122.384,60s,"(98155.0, 98177.0]",4,1.0,4,0.0,2-3
307,2014-06-12,610750.0,4,2.25,2180,2.0,0.0,3,1984,98074,47.6459,-122.05799999999999,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
308,2015-02-28,550700.0,2,1.0,1010,1.5,0.0,4,1908,98105,47.6692,-122.29700000000001,pre-20s,"(98103.0, 98107.0]",2,1.5,4,0.0,0-1
309,2015-01-08,665000.0,4,2.75,3320,2.0,0.0,5,1960,98056,47.5376,-122.18,50s,"(98053.0, 98058.0]",4,2.0,5,0.0,2-3
310,2015-02-09,834000.0,4,2.5,2370,1.5,2.0,5,1928,98144,47.601000000000006,-122.294,20s,"(98133.0, 98155.0]",4,1.5,5,2.0,2-3
313,2014-06-18,1380000.0,4,3.25,4290,1.0,3.0,3,1997,98006,47.5503,-122.102,90s,"(98004.0, 98010.0]",4,1.0,3,3.0,3-4
314,2014-12-09,1400000.0,4,3.25,4290,1.0,3.0,3,1997,98006,47.5503,-122.102,90s,"(98004.0, 98010.0]",4,1.0,3,3.0,3-4
315,2014-11-05,305000.0,4,2.25,1950,1.0,0.0,3,1979,98058,47.4441,-122.125,70s,"(98053.0, 98058.0]",4,1.0,3,0.0,2-3
316,2015-04-08,487000.0,3,2.0,2590,1.0,0.0,5,1948,98133,47.7357,-122.333,40s,"(98125.0, 98133.0]",3,1.0,5,0.0,1-2
317,2015-05-11,390000.0,3,2.5,1930,1.0,0.0,4,1988,98042,47.346000000000004,-122.15700000000001,80s,"(98038.0, 98042.0]",3,1.0,4,0.0,2-3
318,2014-07-23,548000.0,2,1.0,1470,1.0,0.0,4,1916,98103,47.6638,-122.345,pre-20s,"(98075.0, 98103.0]",2,1.0,4,0.0,0-1
319,2014-11-22,268750.0,4,1.0,800,1.0,0.0,3,1943,98166,47.48,-122.336,40s,"(98155.0, 98177.0]",4,1.0,3,0.0,0-1
321,2014-10-23,520000.0,3,2.25,2030,2.0,0.0,3,1984,98027,47.5162,-122.057,80s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
322,2014-07-21,230000.0,3,2.0,1450,1.0,0.0,3,2003,98001,47.2639,-122.25200000000001,00s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
323,2015-02-02,240000.0,3,1.75,1510,1.0,0.0,3,1969,98023,47.2929,-122.37100000000001,60s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
324,2014-09-05,232000.0,2,1.0,1240,1.0,0.0,3,1922,98146,47.4957,-122.352,20s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
325,2015-03-11,240500.0,2,1.0,1240,1.0,0.0,3,1922,98146,47.4957,-122.352,20s,"(98133.0, 98155.0]",2,1.0,3,0.0,0-1
326,2014-10-27,274975.0,3,2.5,3030,2.0,0.0,3,1987,98077,47.7721,-122.09299999999999,80s,"(98075.0, 98103.0]",3,2.0,3,0.0,2-3
327,2014-09-05,740000.0,4,2.0,2050,1.5,0.0,4,1922,98102,47.644,-122.319,20s,"(98075.0, 98103.0]",4,1.5,4,0.0,1-2
328,2015-04-28,186375.0,3,1.0,1000,1.0,0.0,2,1952,98166,47.472,-122.344,50s,"(98155.0, 98177.0]",3,1.0,2,0.0,0-1
329,2014-07-25,790000.0,3,2.25,2370,1.0,0.0,4,1977,98005,47.592,-122.166,70s,"(98004.0, 98010.0]",3,1.0,4,0.0,2-3
330,2014-09-16,880000.0,4,3.5,2800,2.0,0.0,3,1951,98105,47.669,-122.275,50s,"(98103.0, 98107.0]",4,2.0,3,0.0,3-4
332,2014-07-29,295000.0,3,2.0,1810,1.0,2.0,3,1991,98022,47.1913,-122.012,90s,"(98010.0, 98023.0]",3,1.0,3,2.0,1-2
333,2015-04-08,640000.0,2,1.0,1070,1.0,0.0,3,1924,98103,47.6666,-122.331,20s,"(98075.0, 98103.0]",2,1.0,3,0.0,0-1
334,2014-07-03,940000.0,4,2.0,2490,2.0,0.0,5,1968,98040,47.5639,-122.21700000000001,60s,"(98038.0, 98042.0]",4,2.0,5,0.0,1-2
335,2014-10-07,260000.0,4,2.5,1960,2.0,0.0,3,2003,98038,47.3483,-122.052,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
336,2014-06-02,559900.0,3,2.75,2930,1.0,0.0,3,2004,98072,47.7648,-122.164,00s,"(98070.0, 98075.0]",3,1.0,3,0.0,2-3
337,2014-07-22,791500.0,4,2.0,1510,1.5,0.0,5,1911,98103,47.6794,-122.35700000000001,pre-20s,"(98075.0, 98103.0]",4,1.5,5,0.0,1-2
338,2014-08-26,265000.0,3,1.75,1420,1.0,0.0,3,1954,98133,47.7535,-122.354,50s,"(98125.0, 98133.0]",3,1.0,3,0.0,1-2
339,2015-05-01,245000.0,3,1.75,1740,1.0,0.0,3,1954,98178,47.4945,-122.22,50s,"(98177.0, 98199.0]",3,1.0,3,0.0,1-2
340,2015-04-24,485000.0,4,1.75,2560,2.0,0.0,4,1962,98052,47.6945,-122.09299999999999,60s,"(98042.0, 98053.0]",4,2.0,4,0.0,1-2
341,2014-11-06,684000.0,4,3.5,3040,2.0,0.0,3,2010,98059,47.5222,-122.15700000000001,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,3-4
342,2014-09-09,425000.0,3,1.75,2500,1.0,0.0,3,1957,98125,47.7222,-122.32,50s,"(98118.0, 98125.0]",3,1.0,3,0.0,1-2
343,2014-10-17,309600.0,4,1.75,1275,1.0,0.0,4,1991,98070,47.3796,-122.49,90s,"(98058.0, 98070.0]",4,1.0,4,0.0,1-2
344,2014-07-18,552250.0,4,2.5,2580,2.0,0.0,3,2002,98065,47.5374,-121.875,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
345,2014-07-23,165000.0,4,1.0,1000,1.0,0.0,3,1943,98178,47.4897,-122.24,40s,"(98177.0, 98199.0]",4,1.0,3,0.0,0-1
346,2014-12-29,239900.0,4,1.0,1000,1.0,0.0,3,1943,98178,47.4897,-122.24,40s,"(98177.0, 98199.0]",4,1.0,3,0.0,0-1
347,2014-12-05,320000.0,2,1.0,1070,1.0,0.0,4,1930,98059,47.4716,-122.07799999999999,20s,"(98058.0, 98070.0]",2,1.0,4,0.0,0-1
348,2014-10-21,206600.0,3,2.0,1390,1.0,0.0,4,1987,98030,47.3581,-122.17299999999999,80s,"(98029.0, 98033.0]",3,1.0,4,0.0,1-2
349,2015-04-16,387000.0,4,1.75,2500,1.0,0.0,3,1973,98155,47.7713,-122.307,70s,"(98133.0, 98155.0]",4,1.0,3,0.0,1-2
350,2014-06-04,299000.0,1,0.75,560,1.0,0.0,3,1967,98014,47.675,-121.854,60s,"(98010.0, 98023.0]",1,1.0,3,0.0,0-1
351,2014-09-22,855000.0,4,2.75,2270,2.0,0.0,3,1965,98040,47.5603,-122.22200000000001,60s,"(98038.0, 98042.0]",4,2.0,3,0.0,2-3
352,2015-01-26,315000.0,3,1.0,1900,1.0,0.0,4,1954,98166,47.4147,-122.337,50s,"(98155.0, 98177.0]",3,1.0,4,0.0,0-1
353,2014-12-03,437500.0,2,1.0,990,1.0,2.0,5,1907,98103,47.68,-122.353,pre-20s,"(98075.0, 98103.0]",2,1.0,5,2.0,0-1
354,2015-03-24,252000.0,4,1.5,1550,1.0,0.0,4,1969,98001,47.3117,-122.27,60s,"(98000.999, 98004.0]",4,1.0,4,0.0,1-2
355,2014-06-04,375000.0,4,1.75,2200,1.0,0.0,5,1955,98118,47.543,-122.28,50s,"(98115.0, 98118.0]",4,1.0,5,0.0,1-2
356,2014-08-06,300000.0,4,2.5,1910,2.0,0.0,3,2005,98038,47.3607,-122.03399999999999,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
357,2014-10-06,420000.0,4,1.0,1750,1.5,0.0,4,1954,98006,47.5759,-122.137,50s,"(98004.0, 98010.0]",4,1.5,4,0.0,0-1
358,2014-05-05,900000.0,3,1.0,1330,1.0,0.0,3,1928,98033,47.6891,-122.15899999999999,20s,"(98029.0, 98033.0]",3,1.0,3,0.0,0-1
359,2014-08-05,679900.0,3,2.5,2440,2.0,2.0,3,2000,98116,47.565,-122.381,90s,"(98115.0, 98118.0]",3,2.0,3,2.0,2-3
360,2014-06-05,463000.0,3,2.5,1640,2.0,0.0,3,1992,98053,47.6359,-121.97399999999999,90s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
362,2014-12-10,329500.0,4,2.5,1820,2.0,0.0,3,1994,98038,47.3845,-122.029,90s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
363,2014-08-19,604950.0,3,2.5,2110,1.0,0.0,3,2013,98033,47.6743,-122.184,10s,"(98029.0, 98033.0]",3,1.0,3,0.0,2-3
365,2015-01-30,465000.0,3,2.0,1840,2.0,0.0,3,1994,98045,47.4853,-121.709,90s,"(98042.0, 98053.0]",3,2.0,3,0.0,1-2
366,2015-03-26,673000.0,4,2.5,2990,2.0,0.0,3,2002,98166,47.4508,-122.359,00s,"(98155.0, 98177.0]",4,2.0,3,0.0,2-3
