,price,sqft_living,bedrooms,bathrooms,floors,condition,view,yr_built,zipcode,yr_bin,zip_bin,baths,bed_cat,floor_cat,condition_cat,view_cat,lat,long,$/sqft,bath/bed,bath/sqft,bed/sqft
140,665000.0,1110,2,1.0,1.0,3,0.0,1925,98119,20s,"(98118.0, 98125.0]",0-1,2,1.0,3,0.0,47.6338,-122.35799999999999,599.0990990990991,0.5,0.0009009009009009009,0.0018018018018018018
142,205000.0,1610,3,1.0,1.0,4,0.0,1962,98058,60s,"(98053.0, 98058.0]",0-1,3,1.0,4,0.0,47.4563,-122.171,127.32919254658385,0.3333333333333333,0.0006211180124223603,0.0018633540372670807
143,420000.0,1060,3,1.0,1.0,4,0.0,1923,98133,20s,"(98125.0, 98133.0]",0-1,3,1.0,4,0.0,47.7144,-122.351,396.22641509433964,0.3333333333333333,0.0009433962264150943,0.002830188679245283
144,500000.0,2030,4,2.25,1.0,4,0.0,1961,98006,60s,"(98004.0, 98010.0]",2-3,4,1.0,4,0.0,47.5495,-122.17399999999999,246.30541871921181,0.5625,0.0011083743842364533,0.0019704433497536944
145,921500.0,3670,4,2.5,2.0,4,0.0,1994,98077,90s,"(98075.0, 98103.0]",2-3,4,2.0,4,0.0,47.7421,-122.02600000000001,251.0899182561308,0.625,0.0006811989100817438,0.0010899182561307902
146,890000.0,2550,4,1.0,2.0,3,0.0,1905,98109,pre-20s,"(98107.0, 98115.0]",0-1,4,2.0,3,0.0,47.6354,-122.353,349.01960784313724,0.25,0.000392156862745098,0.001568627450980392
147,430000.0,2420,2,2.5,2.0,3,0.0,2007,98027,00s,"(98023.0, 98029.0]",2-3,2,2.0,3,0.0,47.5262,-121.943,177.68595041322314,1.25,0.0010330578512396695,0.0008264462809917355
149,511000.0,1430,3,1.0,1.0,3,0.0,1947,98103,40s,"(98075.0, 98103.0]",0-1,3,1.0,3,0.0,47.6873,-122.336,357.34265734265733,0.3333333333333333,0.0006993006993006993,0.002097902097902098
150,532170.0,1360,3,2.0,2.0,3,0.0,1990,98103,80s,"(98075.0, 98103.0]",1-2,3,2.0,3,0.0,47.6838,-122.353,391.3014705882353,0.6666666666666666,0.0014705882352941176,0.0022058823529411764
151,560000.0,1110,3,1.0,1.5,3,0.0,1947,98107,40s,"(98103.0, 98107.0]",0-1,3,1.5,3,0.0,47.655,-122.359,504.5045045045045,0.3333333333333333,0.0009009009009009009,0.002702702702702703
152,282950.0,1250,3,1.0,1.0,4,0.0,1954,98003,50s,"(98000.999, 98004.0]",0-1,3,1.0,4,0.0,47.3255,-122.304,226.36,0.3333333333333333,0.0008,0.0024
153,2250000.0,5180,4,3.25,2.0,3,3.0,2006,98006,00s,"(98004.0, 98010.0]",3-4,4,2.0,3,3.0,47.562,-122.162,434.36293436293437,0.8125,0.0006274131274131274,0.0007722007722007722
154,350000.0,700,1,1.0,1.0,3,0.0,1942,98115,40s,"(98107.0, 98115.0]",0-1,1,1.0,3,0.0,47.678999999999995,-122.3,500.0,1.0,0.0014285714285714286,0.0014285714285714286
155,215000.0,1180,3,1.0,1.0,4,0.0,1967,98058,60s,"(98053.0, 98058.0]",0-1,3,1.0,4,0.0,47.4479,-122.176,182.20338983050848,0.3333333333333333,0.000847457627118644,0.002542372881355932
157,320000.0,2640,4,2.75,1.0,3,0.0,1967,98023,60s,"(98010.0, 98023.0]",2-3,4,1.0,3,0.0,47.3135,-122.369,121.21212121212122,0.6875,0.0010416666666666667,0.0015151515151515152
158,247000.0,1270,3,2.0,1.5,3,0.0,1916,98022,pre-20s,"(98010.0, 98023.0]",1-2,3,1.5,3,0.0,47.2086,-121.99600000000001,194.48818897637796,0.6666666666666666,0.0015748031496062992,0.002362204724409449
159,320000.0,1760,4,1.75,1.0,4,0.0,1968,98059,60s,"(98058.0, 98070.0]",1-2,4,1.0,4,0.0,47.4715,-122.118,181.8181818181818,0.4375,0.0009943181818181817,0.0022727272727272726
161,438000.0,1780,3,1.75,1.0,3,0.0,1962,98034,60s,"(98033.0, 98038.0]",1-2,3,1.0,3,0.0,47.7171,-122.193,246.06741573033707,0.5833333333333334,0.0009831460674157304,0.0016853932584269663
162,900000.0,3400,3,2.5,2.0,3,0.0,2000,98075,90s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6012,-122.023,264.70588235294116,0.8333333333333334,0.0007352941176470588,0.0008823529411764706
163,441000.0,1910,3,2.75,1.0,3,0.0,1979,98034,70s,"(98033.0, 98038.0]",2-3,3,1.0,3,0.0,47.7319,-122.22399999999999,230.89005235602093,0.9166666666666666,0.0014397905759162303,0.0015706806282722514
164,420000.0,2020,3,2.0,1.0,4,0.0,1975,98027,70s,"(98023.0, 98029.0]",1-2,3,1.0,4,0.0,47.4582,-122.023,207.92079207920793,0.6666666666666666,0.0009900990099009901,0.0014851485148514852
165,370000.0,1580,3,1.75,1.0,3,0.0,1976,98034,70s,"(98033.0, 98038.0]",1-2,3,1.0,3,0.0,47.7209,-122.16799999999999,234.1772151898734,0.5833333333333334,0.0011075949367088608,0.0018987341772151898
166,269950.0,1340,2,1.75,1.0,5,0.0,1949,98198,40s,"(98177.0, 98199.0]",1-2,2,1.0,5,0.0,47.408,-122.32700000000001,201.455223880597,0.875,0.0013059701492537314,0.0014925373134328358
167,807100.0,2680,4,2.5,2.0,3,0.0,1999,98006,90s,"(98004.0, 98010.0]",2-3,4,2.0,3,0.0,47.565,-122.125,301.15671641791045,0.625,0.0009328358208955224,0.0014925373134328358
168,653000.0,2680,3,2.5,1.0,4,0.0,1979,98034,70s,"(98033.0, 98038.0]",2-3,3,1.0,4,0.0,47.7028,-122.23100000000001,243.65671641791045,0.8333333333333334,0.0009328358208955224,0.001119402985074627
169,371500.0,1370,3,2.0,1.0,5,0.0,1964,98133,60s,"(98125.0, 98133.0]",1-2,3,1.0,5,0.0,47.7458,-122.331,271.1678832116788,0.6666666666666666,0.00145985401459854,0.0021897810218978104
170,284000.0,1560,3,1.75,1.0,3,0.0,1954,98166,50s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.4776,-122.337,182.05128205128204,0.5833333333333334,0.0011217948717948717,0.0019230769230769232
171,272000.0,2160,3,1.75,1.0,4,0.0,1978,98023,70s,"(98010.0, 98023.0]",1-2,3,1.0,4,0.0,47.3026,-122.374,125.92592592592592,0.5833333333333334,0.0008101851851851852,0.001388888888888889
172,313000.0,1340,3,1.5,1.5,3,0.0,1955,98133,50s,"(98125.0, 98133.0]",1-2,3,1.5,3,0.0,47.7658,-122.339,233.5820895522388,0.5,0.001119402985074627,0.002238805970149254
173,917500.0,3880,4,2.5,2.0,3,0.0,1984,98033,80s,"(98029.0, 98033.0]",2-3,4,2.0,3,0.0,47.6477,-122.182,236.46907216494844,0.625,0.0006443298969072165,0.0010309278350515464
174,673000.0,2590,4,2.25,2.0,4,0.0,1980,98006,70s,"(98004.0, 98010.0]",2-3,4,2.0,4,0.0,47.5619,-122.125,259.8455598455598,0.5625,0.0008687258687258687,0.0015444015444015444
175,425000.0,1120,3,2.5,2.0,3,0.0,2008,98122,00s,"(98118.0, 98125.0]",2-3,3,2.0,3,0.0,47.6106,-122.31,379.4642857142857,0.8333333333333334,0.002232142857142857,0.0026785714285714286
177,385000.0,1220,3,1.0,1.0,3,0.0,1901,98122,pre-20s,"(98118.0, 98125.0]",0-1,3,1.0,3,0.0,47.6101,-122.307,315.57377049180326,0.3333333333333333,0.000819672131147541,0.002459016393442623
178,269950.0,1950,3,1.5,1.0,4,2.0,1975,98022,70s,"(98010.0, 98023.0]",1-2,3,1.0,4,2.0,47.1976,-121.999,138.43589743589743,0.5,0.0007692307692307692,0.0015384615384615385
179,330000.0,1350,2,1.0,1.0,3,0.0,1949,98177,40s,"(98155.0, 98177.0]",0-1,2,1.0,3,0.0,47.7224,-122.35799999999999,244.44444444444446,0.5,0.0007407407407407407,0.0014814814814814814
180,260000.0,1670,3,2.5,2.0,3,0.0,1988,98030,80s,"(98029.0, 98033.0]",2-3,3,2.0,3,0.0,47.3505,-122.179,155.688622754491,0.8333333333333334,0.0014970059880239522,0.0017964071856287425
181,470000.0,2380,4,3.0,1.5,4,0.0,1925,98126,20s,"(98125.0, 98133.0]",2-3,4,1.5,4,0.0,47.5384,-122.376,197.47899159663865,0.75,0.0012605042016806723,0.0016806722689075631
182,589000.0,2440,4,3.0,2.0,5,0.0,1961,98034,60s,"(98033.0, 98038.0]",2-3,4,2.0,5,0.0,47.7044,-122.2,241.39344262295083,0.75,0.0012295081967213116,0.001639344262295082
183,163500.0,1050,2,1.5,2.0,3,0.0,1996,98038,90s,"(98033.0, 98038.0]",1-2,2,2.0,3,0.0,47.3848,-122.039,155.71428571428572,0.75,0.0014285714285714286,0.0019047619047619048
184,835000.0,3130,4,2.75,2.0,3,0.0,1993,98052,90s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.6993,-122.102,266.77316293929715,0.6875,0.000878594249201278,0.0012779552715654952
186,269000.0,1490,4,1.75,1.0,4,0.0,1969,98023,60s,"(98010.0, 98023.0]",1-2,4,1.0,4,0.0,47.3099,-122.37899999999999,180.53691275167785,0.4375,0.001174496644295302,0.0026845637583892616
187,560000.0,1900,3,2.5,2.0,3,0.0,1987,98074,80s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.62,-122.04299999999999,294.7368421052632,0.8333333333333334,0.0013157894736842105,0.0015789473684210526
188,615000.0,1330,4,1.0,1.5,4,0.0,1901,98103,pre-20s,"(98075.0, 98103.0]",0-1,4,1.5,4,0.0,47.65,-122.34,462.406015037594,0.25,0.0007518796992481203,0.0030075187969924814
189,585188.0,2230,3,2.25,1.0,3,0.0,1975,98052,70s,"(98042.0, 98053.0]",2-3,3,1.0,3,0.0,47.6647,-122.15299999999999,262.41614349775784,0.75,0.001008968609865471,0.0013452914798206279
190,305000.0,1650,3,1.75,1.0,3,0.0,1977,98034,70s,"(98033.0, 98038.0]",1-2,3,1.0,3,0.0,47.726000000000006,-122.191,184.84848484848484,0.5833333333333334,0.0010606060606060607,0.0018181818181818182
191,166950.0,1190,3,1.0,1.0,3,0.0,1959,98058,50s,"(98053.0, 98058.0]",0-1,3,1.0,3,0.0,47.4616,-122.184,140.2941176470588,0.3333333333333333,0.0008403361344537816,0.0025210084033613447
192,799000.0,2140,3,2.5,1.0,4,0.0,1959,98040,50s,"(98038.0, 98042.0]",2-3,3,1.0,4,0.0,47.5505,-122.219,373.3644859813084,0.8333333333333334,0.0011682242990654205,0.0014018691588785046
193,400000.0,2180,3,2.5,1.0,4,0.0,1962,98133,60s,"(98125.0, 98133.0]",2-3,3,1.0,4,0.0,47.7606,-122.336,183.4862385321101,0.8333333333333334,0.0011467889908256881,0.0013761467889908258
194,230000.0,1060,3,1.0,1.0,3,0.0,1948,98155,40s,"(98133.0, 98155.0]",0-1,3,1.0,3,0.0,47.7481,-122.3,216.9811320754717,0.3333333333333333,0.0009433962264150943,0.002830188679245283
195,256883.0,1690,3,2.5,2.0,3,0.0,2003,98023,00s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.2779,-122.34700000000001,152.00177514792898,0.8333333333333334,0.0014792899408284023,0.0017751479289940828
196,423000.0,1970,4,2.0,1.5,5,0.0,1920,98108,pre-20s,"(98107.0, 98115.0]",1-2,4,1.5,5,0.0,47.5511,-122.31200000000001,214.72081218274113,0.5,0.0010152284263959391,0.0020304568527918783
197,465000.0,2150,3,2.5,2.0,3,0.0,2007,98126,00s,"(98125.0, 98133.0]",2-3,3,2.0,3,0.0,47.5488,-122.37200000000001,216.27906976744185,0.8333333333333334,0.0011627906976744186,0.0013953488372093023
198,440000.0,1910,3,2.5,2.0,3,0.0,1997,98024,90s,"(98023.0, 98029.0]",2-3,3,2.0,3,0.0,47.5385,-121.911,230.36649214659687,0.8333333333333334,0.0013089005235602095,0.0015706806282722514
199,385000.0,1350,3,1.75,1.0,4,0.0,1969,98038,60s,"(98033.0, 98038.0]",1-2,3,1.0,4,0.0,47.4058,-121.994,285.18518518518516,0.5833333333333334,0.0012962962962962963,0.0022222222222222222
200,210000.0,860,3,1.0,1.0,4,0.0,1943,98056,40s,"(98053.0, 98058.0]",0-1,3,1.0,4,0.0,47.5093,-122.184,244.1860465116279,0.3333333333333333,0.0011627906976744186,0.0034883720930232558
201,297000.0,1940,3,2.5,2.0,3,0.0,1994,98042,90s,"(98038.0, 98042.0]",2-3,3,2.0,3,0.0,47.3777,-122.165,153.09278350515464,0.8333333333333334,0.001288659793814433,0.0015463917525773195
202,470000.0,1010,3,1.0,1.0,3,0.0,1952,98107,50s,"(98103.0, 98107.0]",0-1,3,1.0,3,0.0,47.675,-122.39399999999999,465.34653465346537,0.3333333333333333,0.0009900990099009901,0.0029702970297029703
203,226500.0,1300,3,1.5,1.0,4,0.0,1976,98023,70s,"(98010.0, 98023.0]",1-2,3,1.0,4,0.0,47.3025,-122.37,174.23076923076923,0.5,0.001153846153846154,0.002307692307692308
204,274250.0,910,3,1.0,1.0,4,0.0,1962,98059,60s,"(98058.0, 98070.0]",0-1,3,1.0,4,0.0,47.4787,-122.15799999999999,301.3736263736264,0.3333333333333333,0.001098901098901099,0.0032967032967032967
206,677900.0,2440,3,2.5,2.0,3,0.0,2010,98052,00s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.7073,-122.11399999999999,277.827868852459,0.8333333333333334,0.0010245901639344263,0.0012295081967213116
207,425000.0,1010,3,1.0,1.0,3,0.0,1915,98116,pre-20s,"(98115.0, 98118.0]",0-1,3,1.0,3,0.0,47.5733,-122.381,420.7920792079208,0.3333333333333333,0.0009900990099009901,0.0029702970297029703
208,180250.0,900,2,0.75,1.0,3,0.0,1941,98166,40s,"(98155.0, 98177.0]",0-1,2,1.0,3,0.0,47.4604,-122.339,200.27777777777777,0.375,0.0008333333333333334,0.0022222222222222222
210,320000.0,1550,4,2.25,2.0,3,0.0,1993,98038,90s,"(98033.0, 98038.0]",2-3,4,2.0,3,0.0,47.354,-122.04700000000001,206.4516129032258,0.5625,0.0014516129032258066,0.0025806451612903226
211,625504.0,1270,3,2.25,2.0,3,0.0,2014,98105,10s,"(98103.0, 98107.0]",2-3,3,2.0,3,0.0,47.6647,-122.28399999999999,492.52283464566926,0.75,0.0017716535433070866,0.002362204724409449
212,592500.0,2240,4,2.5,1.0,3,0.0,1983,98074,80s,"(98070.0, 98075.0]",2-3,4,1.0,3,0.0,47.6143,-122.01700000000001,264.50892857142856,0.625,0.0011160714285714285,0.0017857142857142857
213,465000.0,2714,3,2.5,2.0,3,0.0,2005,98001,00s,"(98000.999, 98004.0]",2-3,3,2.0,3,0.0,47.3185,-122.275,171.33382461311717,0.8333333333333334,0.0009211495946941784,0.001105379513633014
214,477000.0,1720,4,2.75,2.0,3,0.0,1978,98118,70s,"(98115.0, 98118.0]",2-3,4,2.0,3,0.0,47.5458,-122.26799999999999,277.3255813953488,0.6875,0.0015988372093023256,0.002325581395348837
215,280000.0,850,2,1.0,1.0,3,0.0,1923,98168,20s,"(98155.0, 98177.0]",0-1,2,1.0,3,0.0,47.4889,-122.29899999999999,329.4117647058824,0.5,0.001176470588235294,0.002352941176470588
217,445838.0,2250,3,2.5,2.0,3,0.0,2000,98146,90s,"(98133.0, 98155.0]",2-3,3,2.0,3,0.0,47.5133,-122.37899999999999,198.15022222222223,0.8333333333333334,0.0011111111111111111,0.0013333333333333333
218,1070000.0,3900,2,2.25,1.0,3,3.0,1947,98144,40s,"(98133.0, 98155.0]",2-3,2,1.0,3,3.0,47.5884,-122.291,274.35897435897436,1.125,0.000576923076923077,0.0005128205128205128
219,467000.0,1320,2,1.5,1.0,4,0.0,1947,98177,40s,"(98155.0, 98177.0]",1-2,2,1.0,4,0.0,47.7145,-122.367,353.7878787878788,0.75,0.0011363636363636363,0.0015151515151515152
220,686000.0,2760,4,2.5,2.0,3,0.0,1999,98075,90s,"(98070.0, 98075.0]",2-3,4,2.0,3,0.0,47.5836,-122.02600000000001,248.55072463768116,0.625,0.0009057971014492754,0.0014492753623188406
221,279950.0,1750,3,2.0,1.0,3,0.0,1961,98198,60s,"(98177.0, 98199.0]",1-2,3,1.0,3,0.0,47.398,-122.29899999999999,159.97142857142856,0.6666666666666666,0.001142857142857143,0.0017142857142857142
222,527000.0,2330,4,2.25,2.0,3,0.0,1987,98011,80s,"(98010.0, 98023.0]",2-3,4,2.0,3,0.0,47.7663,-122.215,226.1802575107296,0.5625,0.0009656652360515021,0.0017167381974248926
223,325000.0,2220,3,2.25,1.0,4,0.0,1966,98030,60s,"(98029.0, 98033.0]",2-3,3,1.0,4,0.0,47.3758,-122.21700000000001,146.3963963963964,0.75,0.0010135135135135136,0.0013513513513513514
224,328000.0,2020,3,2.25,2.0,3,0.0,1994,98038,90s,"(98033.0, 98038.0]",2-3,3,2.0,3,0.0,47.3828,-122.023,162.37623762376236,0.75,0.0011138613861386138,0.0014851485148514852
225,390000.0,1250,3,2.25,1.0,5,0.0,1942,98146,40s,"(98133.0, 98155.0]",2-3,3,1.0,5,0.0,47.5123,-122.37299999999999,312.0,0.75,0.0018,0.0024
226,479950.0,1510,2,2.0,1.0,3,0.0,2005,98053,00s,"(98042.0, 98053.0]",1-2,2,1.0,3,0.0,47.7076,-122.01299999999999,317.8476821192053,1.0,0.0013245033112582781,0.0013245033112582781
227,264950.0,1720,4,2.25,1.0,4,0.0,1978,98023,70s,"(98010.0, 98023.0]",2-3,4,1.0,4,0.0,47.2922,-122.37100000000001,154.0406976744186,0.5625,0.001308139534883721,0.002325581395348837
228,235000.0,1430,3,1.0,1.0,4,0.0,1961,98031,60s,"(98029.0, 98033.0]",0-1,3,1.0,4,0.0,47.4075,-122.214,164.33566433566435,0.3333333333333333,0.0006993006993006993,0.002097902097902098
229,516500.0,1480,3,2.5,2.0,3,0.0,2004,98053,00s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.6794,-122.03399999999999,348.9864864864865,0.8333333333333334,0.0016891891891891893,0.002027027027027027
230,655000.0,1450,2,1.75,2.0,3,4.0,1915,98166,pre-20s,"(98155.0, 98177.0]",1-2,2,2.0,3,4.0,47.4497,-122.375,451.7241379310345,0.875,0.001206896551724138,0.001379310344827586
231,500000.0,2280,4,2.75,1.0,5,0.0,1960,98059,50s,"(98058.0, 98070.0]",2-3,4,1.0,5,0.0,47.5218,-122.164,219.2982456140351,0.6875,0.001206140350877193,0.0017543859649122807
233,213000.0,1000,2,1.0,1.0,3,0.0,1961,98024,60s,"(98023.0, 98029.0]",0-1,2,1.0,3,0.0,47.5687,-121.899,213.0,0.5,0.001,0.002
234,475000.0,2480,3,1.5,1.5,5,0.0,1947,98108,40s,"(98107.0, 98115.0]",1-2,3,1.5,5,0.0,47.5575,-122.303,191.53225806451613,0.5,0.0006048387096774194,0.0012096774193548388
236,416000.0,2220,3,2.0,1.0,5,0.0,1976,98010,70s,"(98004.0, 98010.0]",1-2,3,1.0,5,0.0,47.3459,-121.95,187.38738738738738,0.6666666666666666,0.0009009009009009009,0.0013513513513513514
237,410000.0,1970,4,1.0,1.5,3,0.0,1904,98122,pre-20s,"(98118.0, 98125.0]",0-1,4,1.5,3,0.0,47.6136,-122.303,208.12182741116752,0.25,0.0005076142131979696,0.0020304568527918783
238,800000.0,3830,3,3.5,2.0,3,0.0,1993,98077,90s,"(98075.0, 98103.0]",3-4,3,2.0,3,0.0,47.7641,-122.023,208.87728459530027,1.1666666666666667,0.0009138381201044386,0.000783289817232376
240,225000.0,1430,3,1.75,1.0,4,0.0,1968,98003,60s,"(98000.999, 98004.0]",1-2,3,1.0,4,0.0,47.3173,-122.319,157.34265734265733,0.5833333333333334,0.0012237762237762239,0.002097902097902098
241,210000.0,830,2,1.0,1.0,3,0.0,1940,98126,30s,"(98125.0, 98133.0]",0-1,2,1.0,3,0.0,47.5308,-122.376,253.0120481927711,0.5,0.0012048192771084338,0.0024096385542168677
242,455000.0,1430,2,1.0,1.5,2,0.0,1925,98115,20s,"(98107.0, 98115.0]",0-1,2,1.5,2,0.0,47.6727,-122.29899999999999,318.1818181818182,0.5,0.0006993006993006993,0.0013986013986013986
243,225000.0,1300,3,1.0,1.0,4,0.0,1954,98002,50s,"(98000.999, 98004.0]",0-1,3,1.0,4,0.0,47.3221,-122.21600000000001,173.07692307692307,0.3333333333333333,0.0007692307692307692,0.002307692307692308
244,480000.0,1030,2,1.0,1.0,4,2.0,1918,98103,pre-20s,"(98075.0, 98103.0]",0-1,2,1.0,4,2.0,47.6779,-122.353,466.0194174757282,0.5,0.000970873786407767,0.001941747572815534
245,363000.0,2740,3,2.5,2.0,3,0.0,1990,98023,80s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.3076,-122.395,132.4817518248175,0.8333333333333334,0.0009124087591240876,0.0010948905109489052
246,2400000.0,3650,4,2.5,1.0,3,4.0,2000,98074,90s,"(98070.0, 98075.0]",2-3,4,1.0,3,4.0,47.6338,-122.072,657.5342465753424,0.625,0.0006849315068493151,0.001095890410958904
247,181000.0,720,2,1.5,1.0,3,0.0,1954,98106,50s,"(98103.0, 98107.0]",1-2,2,1.0,3,0.0,47.5218,-122.35700000000001,251.38888888888889,0.75,0.0020833333333333333,0.002777777777777778
248,250000.0,2010,4,2.0,1.0,4,0.0,1976,98002,70s,"(98000.999, 98004.0]",1-2,4,1.0,4,0.0,47.2785,-122.213,124.37810945273633,0.5,0.0009950248756218905,0.001990049751243781
249,481000.0,1560,3,1.75,1.0,4,0.0,1918,98103,pre-20s,"(98075.0, 98103.0]",1-2,3,1.0,4,0.0,47.6846,-122.345,308.3333333333333,0.5833333333333334,0.0011217948717948717,0.0019230769230769232
250,260000.0,1810,3,2.0,1.0,4,0.0,1978,98032,70s,"(98029.0, 98033.0]",1-2,3,1.0,4,0.0,47.3656,-122.27799999999999,143.646408839779,0.6666666666666666,0.0011049723756906078,0.0016574585635359116
251,455000.0,3360,4,2.5,2.0,3,0.0,2001,98058,00s,"(98053.0, 98058.0]",2-3,4,2.0,3,0.0,47.4369,-122.111,135.41666666666666,0.625,0.000744047619047619,0.0011904761904761906
252,415000.0,1510,3,2.25,2.0,3,0.0,1991,98045,90s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.4616,-121.711,274.8344370860927,0.75,0.001490066225165563,0.001986754966887417
253,349500.0,1400,3,1.0,1.0,3,0.0,1953,98118,50s,"(98115.0, 98118.0]",0-1,3,1.0,3,0.0,47.5405,-122.27,249.64285714285714,0.3333333333333333,0.0007142857142857143,0.002142857142857143
254,245000.0,1730,3,2.5,2.0,3,0.0,1987,98030,80s,"(98029.0, 98033.0]",2-3,3,2.0,3,0.0,47.3507,-122.178,141.6184971098266,0.8333333333333334,0.001445086705202312,0.0017341040462427746
255,592500.0,1420,2,2.0,1.5,5,2.0,1928,98115,20s,"(98107.0, 98115.0]",1-2,2,1.5,5,2.0,47.6979,-122.32,417.2535211267606,1.0,0.0014084507042253522,0.0014084507042253522
256,385000.0,2360,4,1.75,1.0,4,0.0,1955,98106,50s,"(98103.0, 98107.0]",1-2,4,1.0,4,0.0,47.5278,-122.345,163.135593220339,0.4375,0.0007415254237288136,0.001694915254237288
257,315000.0,1580,3,1.75,1.0,4,0.0,1974,98059,70s,"(98058.0, 98070.0]",1-2,3,1.0,4,0.0,47.4756,-122.147,199.36708860759492,0.5833333333333334,0.0011075949367088608,0.0018987341772151898
258,255000.0,1230,3,1.0,1.0,3,0.0,1979,98045,70s,"(98042.0, 98053.0]",0-1,3,1.0,3,0.0,47.4437,-121.772,207.3170731707317,0.3333333333333333,0.0008130081300813008,0.0024390243902439024
259,693000.0,2460,4,2.5,2.0,3,0.0,2006,98052,00s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.7048,-122.109,281.7073170731707,0.625,0.0010162601626016261,0.0016260162601626016
260,780000.0,1660,3,1.0,1.5,3,0.0,1911,98112,pre-20s,"(98107.0, 98115.0]",0-1,3,1.5,3,0.0,47.6362,-122.302,469.87951807228916,0.3333333333333333,0.0006024096385542169,0.0018072289156626507
261,237000.0,1270,3,1.75,1.0,4,0.0,1960,98198,50s,"(98177.0, 98199.0]",1-2,3,1.0,4,0.0,47.4207,-122.29,186.61417322834646,0.5833333333333334,0.0013779527559055118,0.002362204724409449
262,525000.0,2100,3,2.25,2.0,3,0.0,1979,98074,70s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6154,-122.04700000000001,250.0,0.75,0.0010714285714285715,0.0014285714285714286
263,425000.0,770,2,1.0,1.0,3,0.0,1930,98144,20s,"(98133.0, 98155.0]",0-1,2,1.0,3,0.0,47.5964,-122.29899999999999,551.9480519480519,0.5,0.0012987012987012987,0.0025974025974025974
264,369900.0,760,1,0.75,1.0,5,4.0,1936,98070,30s,"(98058.0, 98070.0]",0-1,1,1.0,5,4.0,47.4683,-122.43799999999999,486.7105263157895,0.75,0.000986842105263158,0.0013157894736842105
265,290000.0,1700,4,2.5,2.0,4,0.0,1988,98031,80s,"(98029.0, 98033.0]",2-3,4,2.0,4,0.0,47.4045,-122.171,170.58823529411765,0.625,0.0014705882352941176,0.002352941176470588
266,285000.0,1120,3,1.0,1.0,3,0.0,1954,98106,50s,"(98103.0, 98107.0]",0-1,3,1.0,3,0.0,47.5544,-122.35799999999999,254.46428571428572,0.3333333333333333,0.0008928571428571428,0.0026785714285714286
267,415000.0,1070,2,1.0,1.0,3,0.0,1937,98115,30s,"(98107.0, 98115.0]",0-1,2,1.0,3,0.0,47.6802,-122.29,387.85046728971963,0.5,0.0009345794392523365,0.001869158878504673
268,272500.0,2070,3,2.5,1.0,3,0.0,1979,98023,70s,"(98010.0, 98023.0]",2-3,3,1.0,3,0.0,47.2988,-122.37100000000001,131.6425120772947,0.8333333333333334,0.0012077294685990338,0.0014492753623188406
269,2900000.0,5050,4,3.25,1.5,3,2.0,1982,98004,80s,"(98000.999, 98004.0]",3-4,4,1.5,3,2.0,47.6312,-122.223,574.2574257425742,0.8125,0.0006435643564356436,0.0007920792079207921
270,1370000.0,5310,4,4.75,2.0,4,0.0,1989,98077,80s,"(98075.0, 98103.0]",4-5,4,2.0,4,0.0,47.7285,-122.042,258.00376647834275,1.1875,0.0008945386064030132,0.0007532956685499058
271,436000.0,1040,2,1.0,1.0,4,0.0,1939,98133,30s,"(98125.0, 98133.0]",0-1,2,1.0,4,0.0,47.7107,-122.352,419.2307692307692,0.5,0.0009615384615384616,0.0019230769230769232
272,210000.0,1700,3,1.0,1.0,4,0.0,1967,98003,60s,"(98000.999, 98004.0]",0-1,3,1.0,4,0.0,47.3271,-122.323,123.52941176470588,0.3333333333333333,0.000588235294117647,0.0017647058823529412
273,236000.0,1300,3,1.0,1.0,3,0.0,1961,98178,60s,"(98177.0, 98199.0]",0-1,3,1.0,3,0.0,47.5053,-122.255,181.53846153846155,0.3333333333333333,0.0007692307692307692,0.002307692307692308
274,331000.0,1080,3,1.75,1.0,3,0.0,1954,98199,50s,"(98177.0, 98199.0]",1-2,3,1.0,3,0.0,47.6601,-122.4,306.48148148148147,0.5833333333333334,0.0016203703703703703,0.002777777777777778
275,365000.0,2653,3,2.5,2.0,3,0.0,2006,98031,00s,"(98029.0, 98033.0]",2-3,3,2.0,3,0.0,47.4145,-122.166,137.5800980022616,0.8333333333333334,0.0009423294383716547,0.0011307953260459858
276,450000.0,2290,3,2.0,1.0,5,0.0,1960,98058,50s,"(98053.0, 98058.0]",1-2,3,1.0,5,0.0,47.4672,-122.165,196.5065502183406,0.6666666666666666,0.0008733624454148472,0.0013100436681222707
277,770000.0,3820,4,2.75,2.0,3,0.0,2014,98028,10s,"(98023.0, 98029.0]",2-3,4,2.0,3,0.0,47.7618,-122.26100000000001,201.57068062827224,0.6875,0.0007198952879581152,0.0010471204188481676
